Gemeentecode;Wijkcode;Regionaam;Gemiddeld persoonlijk inkomen per inwoner (x 1000 euro);40 procent huishoudens met laagste besteedbaar inkomen;20 procent huishoudens met hoogste besteedbaar inkomen
;WK095702;Wijk 02 Roermond-Zuid;23,2;48,7;11,9
;WK095703;Wijk 03 Maasniel;25,8;42,3;17,6
;WK095704;Wijk 04 Donderberg;18;55,6;6,7
;WK095705;Wijk 05 Hoogvonderen;24,4;33,5;13,4
;WK095706;Wijk 06 Asenray;29;28,2;24,5
;WK095707;Wijk 07 Herten;30,5;20,9;31,7
;WK095708;Wijk 08 Swalmen;25,1;37,1;15,6
;WK095709;Wijk 09 Maasplassen;27,6;.;.
GM0965;Totaal;Simpelveld;25,8;38,2;16,5
;WK096500;Wijk 00 Simpelveld;26,2;40,7;15,6
;WK096501;Wijk 01 Bocholtz;25,3;35,5;17,6
GM0971;Totaal;Stein;26,7;35,6;17,5
;WK097100;Wijk 00 Stein;25,7;39,8;15,6
;WK097101;Wijk 01 Elsloo;27,7;30,4;20,3
;WK097102;Wijk 02 Urmond;27,2;34,6;17,3
GM0981;Totaal;Vaals;25;50,9;13,2
;WK098100;Wijk 00 Vijlen-Lemiers;27,2;36,7;20,5
;WK098101;Wijk 01 Vaals;24,2;55,7;10,8
GM0983;Totaal;Venlo;24,3;44,3;14,3
;WK098311;Wijk 11 Venlo-Centrum;27,8;58,1;9,3
;WK098312;Wijk 12 Venlo-Zuid;23,5;46,5;12,4
;WK098313;Wijk 13 Venlo-Oost-Noord;28,5;37,4;20,2
;WK098314;Wijk 14 Venlo-Noord;22,1;58,7;8,7
;WK098315;Wijk 15 Venlo-Oost-Zuid;24,3;52,2;14,1
;WK098316;Wijk 16 Het Ven;30;22,5;31,3
;WK098321;Wijk 21 Blerick-Midden;21,9;56;8,8
;WK098322;Wijk 22 Blerick-Noord;19,2;49,4;8,6
;WK098323;Wijk 23 Blerick-Zuid;21;60,5;7,1
;WK098324;Wijk 24 Vossener;21,4;31,9;12,5
;WK098325;Wijk 25 Klingerberg;21,9;39,7;10,6
;WK098326;Wijk 26 Hout-Blerick;30,3;17,1;32,4
;WK098327;Wijk 27 Boekend;27,4;22,3;27,3
;WK098328;Wijk 28 Trade-Port;26,4;36,6;21,4
;WK098331;Wijk 31 Tegelen-Centrum;24,8;42,3;14,8
;WK098332;Wijk 32 Op de Hei;21,1;43,8;9,4
;WK098335;Wijk 35 Steyl;25,3;41,3;17,3
;WK098341;Wijk 41 Velden;26,3;30,3;20,4
;WK098343;Wijk 43 Lomm;25;32,2;21,7
;WK098344;Wijk 44 Arcen;26,6;33,2;19,2
;WK098351;Wijk 51 Belfeld;24;36,2;17,1
GM0984;Totaal;Venray;25,8;35,7;19,7
;WK098401;Heide;29,4;23;28,5
;WK098402;Ysselsteyn;27,4;31,1;28,3
;WK098403;Merselo;25,4;25,9;25,7
;WK098404;Vredepeel;27,2;.;.
;WK098405;Smakt;28;.;.
;WK098406;Oostrum;26,9;27;25,1
;WK098407;Oirlo;27;29,2;26,9
;WK098408;Castenray;26,1;25,2;29,3
;WK098409;Veulen;25,9;26,5;31
;WK098410;Leunen;26,6;22,4;29,3
;WK098411;Centrum;28,2;54,2;9,3
;WK098412;Oost;26,8;43,1;19,4
;WK098413;West;23,3;58,2;7,2
;WK098414;Vlakwater;38,1;10,6;47,8
;WK098415;Veltum;27,8;34,4;19,5
;WK098416;Brukske;18,6;48,7;7,4
;WK098417;Landweert;24,6;29;17,3
;WK098418;Smakterheide;26,6;38,7;19,5
;WK098419;Brabander;31,3;16;39,4
;WK098420;St. Antoniusveld;28,1;23,5;30
;WK098421;Wanssum;25,2;26,3;20,2
;WK098422;Geijsteren;27,1;28,9;22,2
;WK098423;Blitterswijck;26,2;29,3;20,4
GM0986;Totaal;Voerendaal;28,4;32,1;22,8
;WK098601;Wijk 01 Voerendaal;26;36,6;19,1
;WK098602;Wijk02 Kunrade;29,4;32,3;23,3
;WK098603;Wijk 03 Ubachsberg;27,1;33,5;20,9
;WK098604;Wijk 04 Klimmen;29,6;29,1;25,5
;WK098605;Wijk 05 Ransdaal;28,2;26,7;24,7
;WK098609;Wijk 09 Verspreide huizen Voerendaal;34,8;22,8;30,3
GM0988;Totaal;Weert;26,2;37,6;19,2
;WK098801;Wijk 01 Boshoven;26,6;27,8;23,9
;WK098802;Wijk 02 Laar en Hushoven;28,8;23,9;37,8
;WK098803;Wijk 03 Molenakker en Kampershoek;30,8;18,7;35,2
;WK098811;Wijk 11 Weert-Centrum;27,8;57,3;10,3
;WK098812;Wijk 12 Biest;25,9;36,6;15,7
;WK098813;Wijk 13 Groenewoud;22,6;49,1;8,4
;WK098814;Wijk 14 Fatima;24;47,2;11,1
;WK098821;Wijk 21 Keent;22,3;51,9;10,4
;WK098822;Wijk 22 Moesel;23,8;40,5;15,6
;WK098823;Wijk 23 Graswinkel;26;34,2;21
;WK098824;Wijk 24 Leuken;25,7;26,9;21,7
;WK098825;Wijk 25 Kazernelaan;39,6;16,4;40,5
;WK098831;Wijk 31 Altweerterheide;28,6;25,1;29,5
;WK098832;Wijk 32 Tungelroy;29,1;28,6;27,9
;WK098833;Wijk 33 Swartbroek;27,5;26,3;26,3
;WK098834;Wijk 34 Stramproy;25,3;34,9;21,1
GM0994;Totaal;Valkenburg aan de Geul;27,7;41,2;18,7
;WK099400;Wijk 00: Valkenburg;27,1;50,5;13,8
;WK099401;Wijk 01: Houthem - Sint Gerlach;29,5;38,5;19,3
;WK099402;Wijk 02: Schin op Geul - Oud-Valkenburg;27,5;33,1;24,4
;WK099403;Wijk 03: Sibbe - IJzeren;26,8;31,8;19,4
;WK099404;Wijk 04: Berg en Terblijt - Vilt;28,4;28,6;26
;WK099405;Wijk 05: Walem;26,9;.;.
GM0995;Totaal;Lelystad;24,5;39;17,3
;WK099501;Zuiderzeewijk;20,1;52,4;9,1
;WK099502;Atolwijk;21,5;45,2;12
;WK099503;Boswijk;23,8;38,1;13,3
;WK099504;Waterwijk-Landerijen;25,5;35,8;24,6
;WK099505;Bolder;20,8;47,8;9,9
;WK099506;Kustwijk;27,1;29,7;22,2
;WK099507;Havendiep;25,9;34,8;20
;WK099508;Lelystad-Haven;30,2;30;25,1
;WK099509;Stadshart;25,3;69,7;4,4
;WK099510;Buitengebied;32,3;24,4;50,5
;WK099511;Warande;25,4;17,8;22,4
GM1507;Totaal;Horst aan de Maas;26,2;31,6;22,3
;WK150700;Wijk 00 Griendtsveen;28,9;25,4;21,9
;WK150701;Wijk 01 America;25,3;32;24,4
;WK150702;Wijk 02 Meterik;26,3;28,2;30,4
;WK150703;Wijk 03 Hegelsom;26,5;24,9;27,6
;WK150704;Wijk 04 Horst;26,1;37;19,3
;WK150705;Wijk 05 Melderslo;25,1;27,3;27,3
;WK150706;Wijk 06 Broekhuizen;26,2;29,4;22,8
;WK150707;Wijk 07 Lottum;26,1;29,2;22,7
;WK150708;Wijk 08 Grubbenvorst;26,7;29,5;20,1
;WK150709;Wijk 09 Broekhuizen;25,8;28,1;24,7
;WK150710;Wijk 10 Sevenum;26,4;31,8;23,6
;WK150711;Wijk 11 Kronenberg;27,5;21,4;30,6
;WK150712;Wijk 12 Evertsoord;29,9;.;.
;WK150713;Wijk 13 Meerlo;26,1;25,5;20,6
;WK150714;Wijk 14 Tienray;24;31,6;17,9
;WK150715;Wijk 15 Swolgen;25,4;28,2;25
GM1509;Totaal;Oude IJsselstreek;23,6;38,6;16,9
;WK150900;Wijk 00 Ulft-Etten;23,4;38;16,8
;WK150901;Wijk 01 Overig Gendringen;23,8;36,5;19,2
;WK150902;Wijk 02 Silvolde-Terborg;22,7;43,3;13,6
;WK150903;Wijk 03 Varsseveld;24,8;35,5;19,4
GM1525;Totaal;Teylingen;31,2;28,2;30,3
;WK152501;Voorhout Oude Dorp;27,5;31,6;23
;WK152502;Voorhout Oosthout;33,3;14,4;44,4
;WK152503;Voorhout Hooghkamer;31,7;18,7;36,1
;WK152504;Voorhout Buiten;32,2;24,3;31,3
;WK152511;Sassenheim Midden;31,3;27,6;28
;WK152512;Sassenheim Oost;27,3;34,9;22,9
;WK152513;Sassenheim Zuid;39,8;.;.
;WK152514;Sassenheim West;31,7;34,9;26,6
;WK152515;Sassenheim buiten;.;.;.
;WK152521;Warmond;34,3;34;29,8
;WK152522;Warmond buiten;33,2;31,9;29,4
GM1581;Totaal;Utrechtse Heuvelrug;31,9;31,9;29,2
;WK158100;Doorn;34,1;32,9;30,9
;WK158101;Driebergen;32,1;34,2;29,4
;WK158102;Leersum;30,4;32,5;26,3
;WK158103;Amerongen;27,8;31,8;25
;WK158104;Maarn;34,2;22,1;34,4
GM1586;Totaal;Oost Gelre;26,1;31,3;21,4
;WK158601;Wijk 01 Lichtenvoorde;25,6;31,1;19,8
;WK158602;Wijk 02 Harreveld;26,7;24,3;30,6
;WK158603;Wijk 03 Zieuwewnt;25,9;25,5;27,7
;WK158604;Wijk 04 Lievelde;26,4;22,5;31,3
;WK158605;Wijk 05 Vragender;25,8;23,9;35,4
;WK158606;Wijk 06 Groenlo;26,7;35,3;18,6
;WK158607;Wijk 07 Marienvelde;24,1;29,7;23,1
GM1598;Totaal;Koggenland;26,7;27,6;26,9
;WK159801;Obdam;26,4;26,6;27,5
;WK159802;Hensbroek;27,2;27,4;27,1
;WK159803;Spierdijk;27,9;27;27,1
;WK159804;Zuidermeer;28,7;18,8;33
;WK159805;Berkhout;27,5;25,3;29,4
;WK159806;Ursem;26,8;27,2;27,8
;WK159807;De Goorn;25;31,1;24,2
;WK159808;Avenhorn;26,3;28,4;25,3
;WK159809;Scharwoude;28,2;34,4;18,8
;WK159810;Oudendijk;30,2;25,9;36,2
GM1621;Totaal;Lansingerland;30,9;22,7;37,1
;WK162111;Wijk 11 Bergschenhoek;26,1;31,8;23,4
;WK162112;Wijk 12 De Ackers;33,5;16,5;47,2
;WK162113;Wijk 13 Boterdorp;30,5;21,8;37,6
;WK162114;Wijk 14 Wilderszijde;.;.;.
;WK162115;Wijk 15 Oosteindsche Polder;35,5;15;43,4
;WK162121;Wijk 21 Berkel;27;37,8;20,5
;WK162122;Wijk 22 Noordpolder;28,5;27,8;24,4
;WK162123;Wijk 23 Meerpolder;30,3;19,9;38,8
;WK162124;Wijk 24 Noordeinde;33,4;19,7;43
;WK162125;Wijk 25 Zuidpolder;30,3;20,4;39,3
;WK162126;Wijk 26 De Wadden;35,4;7,9;56,4
;WK162127;Wijk 27 Westpolder;36,7;13,3;58,3
;WK162128;Wijk 28 Rodenrijs;35,8;17,5;44,1
;WK162131;Wijk 31 Bleiswijk;28,4;32,4;28,4
;WK162132;Wijk 32 Hoekeindse Zoom;29,3;21,8;34,4
;WK162133;Wijk 33 Bleiswijk Buiten;32,2;17,5;44,6
GM1640;Totaal;Leudal;26,8;31,3;22,1
;WK164000;Heythuysen;27;34,4;20
;WK164001;Heibloem;28;30,3;23,5
;WK164002;Roggel;27;31,2;23,4
;WK164003;Neer;25,7;33;22,3
;WK164004;Nunhem;26,3;31,5;21,4
;WK164005;Haelen;25,8;36;16,8
;WK164006;Buggenum;27,3;32;24,5
;WK164007;Horn;28,1;27;22,7
;WK164008;Baexem;26,5;31;24,2
;WK164009;Kelpen-Oler;26,8;27,9;25,4
;WK164010;Grathem;27,5;24,4;24,6
;WK164011;Ell;27,6;23,3;30
;WK164012;Haler;29,4;26,3;31,3
;WK164013;Hunsel;28;32;29,3
;WK164014;Neeritter;25,4;34,7;18,7
;WK164015;Ittervoort;26,6;25,9;21,3
GM1641;Totaal;Maasgouw;27,5;33,5;21,2
;WK164100;Wijk 00 Maasbracht;26,3;38,4;19,2
;WK164101;Wijk 01 Linne;28,2;33,7;22,2
;WK164102;Wijk 02 Stevensweert;28;32,2;23,9
;WK164103;Wijk 03 Ohé en Laak;28,4;31,8;24,7
;WK164104;Wijk 04 Thorn;26,9;37,3;19,4
;WK164105;Wijk 05 Heel;29,5;26,8;23,8
;WK164106;Wijk 06 Beegden;28,3;24,9;22,5
;WK164107;Wijk 07 Wessem;25,6;32,1;19,6
GM1652;Totaal;Gemert-Bakel;25,4;34,4;22
;WK165200;Wijk 00 Gemert;24,8;36,5;20
;WK165201;Wijk 01 Handel;25,4;36;24,2
;WK165202;Wijk 02 De Mortel;26,4;26,2;32,2
;WK165203;Wijk 03 Elsendorp;25,4;33,5;26,5
;WK165204;Wijk 04 Bakel;26,2;34;20,8
;WK165205;Wijk 05 Milheeze;26,4;27,2;28,2
;WK165206;Wijk 06 De Rips;25,9;28,5;25,3
GM1655;Totaal;Halderberge;26,4;35,1;21,9
;WK165501;Wijk 01 Oud Gastel;27;29,8;24,7
;WK165502;Wijk 02 Stampersgat;25,7;35,1;19,9
;WK165503;Wijk 03 Oudenbosch;24,7;40,1;17,2
;WK165504;Wijk 04 Hoeven;28,5;32,5;26,8
;WK165505;Wijk 05 Bosschenhoofd;28,7;28,7;27,5
GM1658;Totaal;Heeze-Leende;30,6;25,8;31
;WK165800;Wijk 00 Heeze;30,6;26,8;29,8
;WK165801;Wijk 01 Leende;30,7;24,9;32,3
;WK165802;Wijk 02 Leenderstrijp;29,3;16,5;45,1
;WK165803;Wijk 03 Sterksel;30,5;24,3;32
GM1659;Totaal;Laarbeek;26,1;31,6;23,4
;WK165900;Wijk 00 Beek en Donk;25,2;35,4;19,7
;WK165901;Wijk 01 Aarle-Rixtel;26,4;29,6;24,3
;WK165902;Wijk 02 Lieshout;28,2;28,2;29,2
;WK165903;Wijk 03 Mariahout;25,5;22,1;30,2
GM1667;Totaal;Reusel-De Mierden;26,9;28,4;24,5
;WK166700;Wijk 00 Reusel;25,9;29,4;21,9
;WK166701;Wijk 01 Hooge Mierde;28,5;25,8;29,2
;WK166702;Wijk 02 Lage Mierde;29,1;29;30,3
;WK166703;Wijk 03 Hulsel;28,6;21;30,2
GM1669;Totaal;Roerdalen;26,5;34,2;18,3
;WK166901;Montfort;26,8;33;22,3
;WK166902;Sint Odiliënberg;26,7;33,4;18,3
;WK166903;Melick;27,4;31,1;20,8
;WK166904;Posterholt;25,1;36;15
;WK166905;Herkenbosch;27,3;34,4;17,9
;WK166906;Vlodrop;25,4;38,1;15,4
GM1674;Totaal;Roosendaal;25,9;39,4;18,1
;WK167400;Wijk 00 Centrum;27,5;51,8;11,3
;WK167401;Wijk 01 Oost;24,5;46,1;13,7
;WK167402;Wijk 02 Noord;21,9;48,8;12,5
;WK167403;Wijk 03 West;22,7;53,8;9,3
;WK167404;Wijk 04 Groot Kroeven;23,8;44,5;12,6
;WK167405;Wijk 05 Langdonk;21,7;37,3;13,4
;WK167406;Wijk 06 Kortendijk;27,6;28,2;22,9
;WK167407;Wijk 07 Tolberg;30,1;24;30,9
;WK167408;Wijk 08 Industriegebieden;31,2;27,4;34,2
;WK167410;Wijk 10 Nispen;26,2;37;24,7
;WK167411;Wijk 11 Wouw;27,7;29,1;25,7
;WK167412;Wijk 12 Heerle;28,1;28,6;23,8
;WK167413;Wijk 13 Moerstraten;31,1;21,1;37
;WK167414;Wijk 14 Wouwse Plantage;28,6;29,1;33,5
GM1676;Totaal;Schouwen-Duiveland;27,1;35,5;20,4
;WK167600;Wijk 00 Zierikzee;26,5;41,5;17,2
;WK167601;Wijk 01 Brouwershaven;25,9;44,2;12,7
;WK167602;Wijk 02 Zonnemaire;29;27,5;25,6
;WK167603;Wijk 03 Dreischor;27,7;34,6;23,5
;WK167604;Wijk 04 Noordgouwe;31,9;24,4;31,8
;WK167605;Wijk 05 Bruinisse;27,3;31,5;24
;WK167606;Wijk 06 Nieuwerkerk;24,3;29,4;22,4
;WK167607;Wijk 07 Oosterland;23,7;31,2;20,2
;WK167608;Wijk 08 Ouwerkerk;26,5;34;17,7
;WK167609;Wijk 09 Scharendijke;27,4;32,2;17,9
;WK167610;Wijk 10 Kerkwerve;24,9;32,9;23,5
;WK167611;Wijk 11 Ellemeet;28,2;37,4;23,3
;WK167612;Wijk 12 Haamstede;30,6;29,9;23
;WK167613;Wijk 13 Renesse;30,4;37,6;22,9
;WK167614;Wijk 14 Noordwelle;27,9;31,5;25,9
;WK167615;Wijk 15 Serooskerke;27;36,3;18,5
GM1680;Totaal;Aa en Hunze;27,2;32,5;22,4
;WK168000;Wijk 00 Annen;28,5;29,8;24,6
;WK168001;Wijk 01 Eext;26,7;31,3;21,5
;WK168002;Wijk 02 Anloo;28;37,2;20,2
;WK168003;Wijk 03 Gasteren;31,5;15,9;33,5
;WK168004;Wijk 04 Anderen;31,3;23,3;32
;WK168005;Wijk 05 Schipborg;32,8;25,1;32,9
;WK168006;Wijk 06 Eexterveen;29;18,1;32,4
;WK168007;Wijk 07 Spijkerboor;27,3;.;.
;WK168008;Wijk 08 Nieuw-Annerveen;26,9;.;.
;WK168009;Wijk 09 Oud-Annerveen;29,5;.;.
;WK168011;Wijk 11 Annerveenschekanaal;28;27,9;25
;WK168012;Wijk 12 Eexterveenschekanaal;24;37,9;6,5
;WK168013;Wijk 13 Eexterzandvoort;32,5;.;.
;WK168014;Wijk 14 Gasselte;26,7;37,3;19,6
;WK168015;Wijk 15 Gasselternijveen;21,8;41,1;12,1
;WK168016;Wijk 16 Gasselternijveenschemond;25,9;36,4;21,5
;WK168017;Wijk 17 Gieten;26,4;36,9;20,2
;WK168018;Wijk 18 Gieterveen;25;33,6;21,1
;WK168019;Wijk 19 Rolde;28;31,1;22,3
;WK168020;Wijk 20 Grolloo;29,4;28,4;30,2
;WK168021;Wijk 21 Ekehaar;29,1;17,7;35,9
GM1681;Totaal;Borger-Odoorn;24,7;35,7;17
;WK168100;Valthe;27,2;28,4;23
;WK168101;Valthermond;22,7;39,2;13,6
;WK168102;Westdorp;25,3;.;.
;WK168103;Zandberg;.;.;.
;WK168179;1e Exloërmond;24,5;33,3;17
;WK168180;2e Exloërmond;21,7;37,6;11,9
;WK168181;2e Valthermond;23,6;.;.
;WK168182;Borger;25,3;39,2;15,5
;WK168183;Bronneger;35,1;.;.
;WK168184;Bronnegerveen;.;.;.
;WK168185;Buinen;27;24,5;27,9
;WK168186;Buinerveen;27,8;23,8;25
;WK168187;Drouwen;28,7;22,8;25,9
;WK168188;Drouwenermond;23,1;28,1;21,7
;WK168189;Drouwenerveen;25,6;23,6;21,7
;WK168190;Ees;29,3;30,8;24,4
;WK168191;Eesergroen;28,9;.;.
;WK168192;Eeserveen;25,5;.;.
;WK168193;Ellertshaar;.;.;.
;WK168194;Exloërveen;.;.;.
;WK168195;Exloo;27,9;31,4;20,1
;WK168196;Klijndijk;26,5;29,3;18,3
;WK168197;Nieuw-Buinen;21,7;41,8;12,9
;WK168198;Odoorn;26,8;33,7;18,6
;WK168199;Odoornerveen;29;26,6;27,2
GM1690;Totaal;De Wolden;26,2;30,8;23,7
;WK169000;Wijk 00 Zuidwolde;25,9;34,4;22,8
;WK169001;Wijk 01 Alteveer;25,1;24,5;25,4
;WK169002;Wijk 02 Kerkenveld;23,9;21,7;25,8
;WK169003;Wijk 03 Drogteropslagen;26,9;22,6;32,8
;WK169004;Wijk 04 Linde;29,1;24,7;29,8
;WK169005;Wijk 05 Fort;28,9;20,9;29,1
;WK169006;Wijk 06 Veeningen;23,8;26,7;22,6
;WK169007;Wijk 07 Echten;26,8;26,4;27,1
;WK169008;Wijk 08 Ruinen;26;33,1;20,8
;WK169009;Wijk 09 Eursinge;.;.;.
;WK169010;Wijk 10 Ansen;29,4;25,4;29,1
;WK169011;Wijk 11 Ruinerwold;25,4;30,4;24,6
;WK169012;Wijk 12 Koekange;27,1;30,1;24,4
;WK169013;Wijk 13 De Wijk;27,3;31,7;22,6
GM1695;Totaal;Noord-Beveland;26,3;36,7;16,4
;WK169500;Wijk 00 Kortgene;27,1;33,9;17,7
;WK169501;Wijk 01 Colijnsplaat;24,4;40,2;13,1
;WK169502;Wijk 02 Kats;31,1;30,6;20,9
;WK169503;Wijk 03 Kamperland;26,8;35,4;20
;WK169504;Wijk 04 Wissenkerke;24,8;39,5;12,9
;WK169505;Wijk 05 Geersdijk;25,7;40,7;10,2
GM1696;Totaal;Wijdemeren;32;29,6;31,2
;WK169600;Wijk 00 's-Graveland;34,8;36,2;25
;WK169601;Wijk 01 Kortenhoef;30,6;30,6;29
;WK169602;Wijk 02 Ankeveen;31,7;24;33,2
;WK169603;Wijk 03 Loosdrecht;38,5;28,1;36,9
;WK169604;Wijk 04 Nieuw-Loosdrecht;31,5;30;31,1
;WK169605;Wijk 05 Breukeleveen;50,6;.;.
;WK169606;Wijk 06 Nederhorst den Berg;30,7;28,5;32,1
GM1699;Totaal;Noordenveld;26,4;33,7;20
;WK169900;Wijk 00 Roden;25,4;36,1;17,4
;WK169901;Wijk 01 Roden;29,1;28,3;27,2
;WK169903;Wijk 03 Norg;26,3;34,8;19,7
;WK169904;Wijk 04 Norg;28,4;23,7;30,1
;WK169906;Wijk 06 Peize;28,6;26,8;26,3
GM1700;Totaal;Twenterand;22,3;34,4;18,5
;WK170001;Vriezenveen (kern);23,1;32,8;20,1
;WK170002;Westerhaar-Vriezenveensewijk;20,4;42,5;14,6
;WK170003;Den Ham;23,4;27,8;22,6
;WK170004;Vroomshoop;21,2;37,4;14,4
;WK170005;Buitengebied Vriezenveen Noord;22,9;25,6;31,9
;WK170006;Buitengebied Vriezenveen Zuid;25,8;.;.
GM1701;Totaal;Westerveld;26,5;34,1;20,3
;WK170100;Wijk 00 Diever;26,7;36,4;20,5
;WK170101;Wijk 01 Wapse;26,9;24,5;27,5
;WK170102;Wijk 02 Zorgvlied;27,2;38,1;16,8
;WK170103;Wijk 03 Dwingeloo;25,5;37;19,1
;WK170104;Wijk 04 Lhee;33,4;18,7;40,9
;WK170105;Wijk 05 Eemster;30,7;22,1;35,2
;WK170106;Wijk 06 Geeuwenbrug;29,6;28,4;29,4
;WK170107;Wijk 07 Dieverbrug;30,3;31,2;28,3
;WK170108;Wijk 08 Havelte;26,7;34,2;18,9
;WK170109;Wijk 09 Uffelte;25,7;28,5;22,6
;WK170110;Wijk 10 Wapserveen;27,9;24,6;26,6
;WK170111;Wijk 11 Vledder;26;36,5;14,7
;WK170112;Wijk 12 Frederiksoord;26,1;40,6;18,8
;WK170113;Wijk 13 Nijensleek;23,9;32,7;27,1
;WK170114;Wijk 14 Vledderveen;26,1;28,8;20,6
;WK170115;Wijk 15 Wilhelminaoord;21,5;45,5;8,7
;WK170116;Wijk 16 Doldersum;24,4;.;.
;WK170117;Wijk 17 Boschoord;.;.;.
GM1705;Totaal;Lingewaard;26,6;31,2;22,8
;WK170500;Bemmel;28;28,9;25,5
;WK170501;Gendt;24,3;36,1;19,4
;WK170502;Huissen;27;31,1;21,8
;WK170503;Loo Gld;.;.;.
;WK170504;Angeren;26,3;30;25,8
;WK170505;Doornenburg;25,7;30,8;23,2
;WK170506;Haalderen;24;32,4;22
;WK170507;Ressen;31,3;.;.
GM1706;Totaal;Cranendonck;26,7;31,6;22,1
;WK170600;Wijk 00 Budel;26,1;35,2;21
;WK170601;Wijk 01 Schoot;23,2;40,6;15,6
;WK170602;Wijk 02 Dorplein;24,4;28,6;16,4
;WK170603;Wijk 03 Maarheeze;29,6;26,6;26,3
;WK170604;Wijk 04 Soerendonk;27,3;23,5;27,3
;WK170605;Wijk 05 Gastel;25,7;19,1;27,2
GM1708;Totaal;Steenwijkerland;24,1;37,9;17,4
;WK170800;Steenwijk;22,8;46;12,1
;WK170802;Oldemarkt;24,6;31,5;17,6
;WK170803;Kalenberg;33;32,8;29,3
;WK170804;Kuinre;22,2;36,2;18,9
;WK170805;Blankenham;26,2;23,4;22,7
;WK170806;Scheerwolde;24,7;35,5;19,4
;WK170807;Vollenhove;23,2;37,4;15,8
;WK170808;Sint Jansklooster;23,4;27,4;25,8
;WK170810;Belt-Schutsloot;25,7;22,2;28,7
;WK170811;Wanneperveen;26,3;28,4;22,6
;WK170816;Blokzijl;23,7;36;19,3
;WK170817;Giethoorn;28,4;35;25,5
;WK170818;Zuidveen;22,5;34,3;15,5
;WK170819;Onna;24,6;30,6;26,1
;WK170820;Kallenkote;27,5;22,1;32,7
;WK170821;Eesveen;24,4;26,8;26,8
;WK170822;De Bult;24,9;51,8;20,1
;WK170823;Baars;.;.;.
;WK170824;Witte Paarden;22,1;.;.
;WK170825;De Pol;25,4;.;.
;WK170826;Willemsoord;23,6;30,4;23,5
;WK170827;Marijenkampen;24,8;.;.
;WK170828;Tuk;26,7;19,5;23,7
;WK170829;Steenwijkerwold;23,7;44,3;14,7
;WK170830;Basse;27,3;.;.
;WK170831;Paasloo;29,9;20,1;30,5
;WK170832;IJsselham;.;.;.
;WK170833;Ossenzijl;24,4;30,3;18,7
;WK170834;Wetering;30,7;.;.
;WK170835;Nederland;.;.;.
;WK170836;Baarlo;.;.;.
GM1709;Totaal;Moerdijk;27,5;33,6;22,6
;WK170900;Wijk 00 Zevenbergen;27,6;34;21,4
;WK170901;Wijk 01 Zevenbergschen Hoek;28,3;32,2;25,6
;WK170902;Wijk 02 Langeweg;29;29,5;29,8
;WK170903;Wijk 03 Klundert;25,5;35;20,8
;WK170904;Wijk 04 Moerdijk;25,8;38,7;17,6
;WK170905;Wijk 05 Noordhoek;29;21,9;34,2
;WK170906;Wijk 06 Standdaarbuiten;27,2;29,1;24,5
;WK170907;Wijk 07 Fijnaart;26,7;36,2;21,1
;WK170908;Wijk 08 Heijningen;30,2;31,3;25
;WK170909;Wijk 09 Willemstad;31,4;28,6;30,5
;WK170910;Wijk 10 Helwijk;26,3;40,6;15,8
GM1711;Totaal;Echt-Susteren;26,8;35,8;19,1
;WK171101;Wijk 01 Susteren;26,9;37,5;17,9
;WK171102;Wijk 02 Dieteren;28,3;32,2;24,6
;WK171103;Wijk 03 Heide;25,7;30,8;20,6
;WK171104;Wijk 04 Roosteren;27,8;35,8;19,3
;WK171105;Wijk 05 Echt;26,4;42,3;17,5
;WK171106;Wijk 06 Maria Hoop;27,9;28,1;22,9
;WK171107;Wijk 07 Peij;26,4;36,9;17,5
;WK171108;Wijk 08 Slek;25,8;30,1;20,7
;WK171109;Wijk 09 Nieuwstadt;27,7;27,1;21,1
;WK171110;Wijk 10 Sint Joost;27,5;23,6;27,5
;WK171111;Wijk 11 Koningsbosch;25;34,6;18,9
GM1714;Totaal;Sluis;26;40,8;17,2
;WK171400;Wijk 00 Sluis;25;43,7;18,7
;WK171401;Wijk 01 Retranchement;26,8;40,7;20,7
;WK171402;Wijk 02 Aardenburg;25;44;17,6
;WK171403;Wijk 03 Eede;23,7;40,4;18,8
;WK171404;Wijk 04 Sint Kruis;30,4;.;.
;WK171405;Wijk 05 Oostburg;24,8;44;13,6
;WK171406;Wijk 06 Zuidzande;24,7;40,4;17,6
;WK171407;Wijk 07 Cadzand;27,2;43,4;18,8
;WK171408;Wijk 08 Nieuwvliet;27;34,4;26,5
;WK171409;Wijk 09 Groede;27,2;39,8;19,3
;WK171410;Wijk 10 Breskens;26,9;41,7;16,7
;WK171411;Wijk 11 Hoofdplaat;27,7;41,2;15,4
;WK171412;Wijk 12 IJzendijke;27,7;32,7;20,5
;WK171413;Wijk 13 Schoondijke;24,2;35,3;13,9
;WK171414;Wijk 14 Waterlandkerkje;28,9;33;18,5
GM1719;Totaal;Drimmelen;28;29,8;25,3
;WK171901;Drimmelen;36;20,5;34,9
;WK171902;Made;26,7;32,4;22,7
;WK171903;Terheijden;28,5;27,6;25,6
;WK171904;Wagenberg;29,2;21,9;34,2
;WK171905;Hooge Zwaluwe en Zevenbergschen Hoek;29,9;24,1;29,5
;WK171906;Lage Zwaluwe;28,6;32,6;25,6
GM1721;Totaal;Bernheze;26,9;28,7;27,6
;WK172101;Kern Heesch;26,9;29,8;24,9
;WK172102;Kern Heeswijk-Dinther;27;28,6;25,3
